id,nome,cpf,entrada,saida,setor,foto,visitante_id,created_at,updated_at,deleted_at
943,"Silas Mcmahon",320.701.825-01,"2025-08-03 08:05:08","2024-06-25 21:31:47",Parnamirim,null,943,NULL,NULL,NULL
944,"Gillian Byers",482.146.212-03,"2024-08-19 04:39:43","2024-09-13 14:12:43","São Gonçalo do Amarante",null,944,NULL,NULL,NULL
945,"Dorian Vinson",495.521.347-25,"2025-01-14 23:50:40","2023-10-16 00:44:07",Parnamirim,null,945,NULL,NULL,NULL
946,"Maxine Sharpe",415.974.553-92,"2024-01-21 22:04:08","2023-08-18 12:18:09",Extremoz,null,946,NULL,NULL,NULL
947,"Murphy Chan",643.243.805-35,"2024-04-14 11:23:38","2024-06-02 13:34:55",Ceará-Mirim,null,947,NULL,NULL,NULL
948,"Christian Rodriquez",521.816.145-62,"2025-07-05 18:41:36","2024-01-09 04:56:50",Parnamirim,null,948,NULL,NULL,NULL
949,"Maryam Larsen",728.464.681-96,"2024-09-30 05:44:26","2024-05-21 07:41:38",Macaíba,null,949,NULL,NULL,NULL
950,"Scott Greene",639.288.342-67,"2023-10-22 17:26:49","2025-05-19 01:42:06",Extremoz,null,950,NULL,NULL,NULL
951,"Grant Davis",698.563.986-72,"2023-10-07 15:15:17","2024-07-09 04:47:14",Ceará-Mirim,null,951,NULL,NULL,NULL
952,"Georgia Patterson",331.427.686-22,"2024-10-29 21:03:21","2024-01-13 02:06:19",Macaíba,null,952,NULL,NULL,NULL
953,"Imani Booker",027.773.693-63,"2024-08-13 22:48:34","2025-05-20 06:22:12",Macaíba,null,953,NULL,NULL,NULL
954,"Erich Hurley",006.964.350-28,"2024-02-04 12:53:18","2024-12-01 22:21:48",Natal,null,954,NULL,NULL,NULL
955,"Bruno Sexton",629.498.541-76,"2025-06-06 01:59:13","2023-08-08 08:49:54",Ceará-Mirim,null,955,NULL,NULL,NULL
956,"Len Blackwell",467.023.182-23,"2024-02-11 19:32:48","2024-08-13 14:55:27",Parnamirim,null,956,NULL,NULL,NULL
957,"Zoe Campos",861.853.044-85,"2024-07-28 05:57:47","2024-11-02 19:37:11",Extremoz,null,957,NULL,NULL,NULL
958,"Hop Franks",352.948.382-82,"2024-07-22 15:33:08","2025-03-10 01:39:29","São Gonçalo do Amarante",null,958,NULL,NULL,NULL
959,"Julie Atkinson",960.807.264-36,"2023-09-18 10:39:19","2024-06-08 19:36:51",Natal,null,959,NULL,NULL,NULL
960,"Hollee Luna",113.825.234-35,"2023-08-28 19:27:11","2024-03-14 06:12:41",Ceará-Mirim,null,960,NULL,NULL,NULL
961,"Liberty Poole",009.293.499-21,"2023-11-28 18:46:00","2025-01-19 08:53:54","São Gonçalo do Amarante",null,961,NULL,NULL,NULL
962,"Gabriel O'Neill",213.631.386-37,"2024-01-14 11:08:04","2024-08-17 16:09:23",Natal,null,962,NULL,NULL,NULL
963,"Bernard Moody",200.364.332-49,"2023-09-16 21:48:24","2025-02-25 17:48:51",Parnamirim,null,963,NULL,NULL,NULL
964,"Ronan Fitzpatrick",483.751.563-72,"2025-02-13 01:37:29","2025-05-15 04:07:20",Ceará-Mirim,null,964,NULL,NULL,NULL
965,"Ezra Hayden",424.564.742-20,"2025-05-25 05:37:30","2023-10-11 09:08:30",Natal,null,965,NULL,NULL,NULL
966,"Ivy Sargent",786.717.246-18,"2024-10-01 05:38:02","2023-12-24 13:45:03","São Gonçalo do Amarante",null,966,NULL,NULL,NULL
967,"Aileen Webster",667.652.628-85,"2025-05-13 09:21:05","2023-10-25 02:37:17","São Gonçalo do Amarante",null,967,NULL,NULL,NULL
968,"Kasimir Blackburn",728.250.838-03,"2023-09-02 05:00:05","2024-03-26 18:30:53","São Gonçalo do Amarante",null,968,NULL,NULL,NULL
969,"Hamilton Buckley",771.624.666-11,"2024-09-25 11:53:26","2025-05-17 14:31:38","São Gonçalo do Amarante",null,969,NULL,NULL,NULL
970,"Yardley Owens",148.278.232-34,"2024-04-20 03:31:16","2023-11-12 14:55:04","São Gonçalo do Amarante",null,970,NULL,NULL,NULL
971,"Nash Sims",963.677.367-08,"2023-09-11 04:24:03","2023-12-07 15:24:13","São Gonçalo do Amarante",null,971,NULL,NULL,NULL
972,"Uriah Davenport",171.294.610-65,"2024-02-04 05:28:34","2024-10-07 03:29:10",Ceará-Mirim,null,972,NULL,NULL,NULL
973,"Aurelia Nolan",290.031.237-42,"2024-07-03 19:44:38","2025-02-15 20:20:49","São Gonçalo do Amarante",null,973,NULL,NULL,NULL
974,"Benedict Vance",662.434.744-36,"2025-08-06 20:17:26","2024-02-10 22:03:18",Parnamirim,null,974,NULL,NULL,NULL
975,"Adria Rowe",336.046.846-85,"2023-12-09 03:05:03","2024-04-27 23:42:29",Extremoz,null,975,NULL,NULL,NULL
976,"Allen Soto",803.273.602-74,"2024-05-13 11:35:14","2023-12-31 14:17:46","São Gonçalo do Amarante",null,976,NULL,NULL,NULL
977,"Kasper Morrow",525.163.303-17,"2023-11-04 12:38:31","2024-02-21 17:58:08",Parnamirim,null,977,NULL,NULL,NULL
978,"Brody Horne",668.057.213-99,"2025-05-31 00:03:49","2025-01-05 14:55:52","São Gonçalo do Amarante",null,978,NULL,NULL,NULL
979,"Magee Ward",023.170.341-03,"2023-12-17 06:57:54","2024-08-08 17:21:45",Parnamirim,null,979,NULL,NULL,NULL
980,"Basil Murphy",946.418.113-39,"2023-10-27 18:37:44","2024-10-15 23:08:08",Ceará-Mirim,null,980,NULL,NULL,NULL
981,"Gabriel Rosario",624.649.587-77,"2024-04-26 22:33:42","2023-10-23 13:06:59",Ceará-Mirim,null,981,NULL,NULL,NULL
982,"Castor Weber",461.651.109-72,"2025-07-18 20:23:38","2024-12-07 18:17:57",Parnamirim,null,982,NULL,NULL,NULL
983,"Dominic Hines",057.501.373-03,"2024-09-10 19:32:42","2023-09-12 13:52:08","São Gonçalo do Amarante",null,983,NULL,NULL,NULL
984,"Noelle Rice",339.392.224-38,"2024-09-15 23:52:39","2024-11-15 10:44:52",Natal,null,984,NULL,NULL,NULL
985,"Elliott Carey",131.764.267-21,"2025-05-12 06:38:28","2023-09-18 17:02:22","São Gonçalo do Amarante",null,985,NULL,NULL,NULL
986,"Drew Bradshaw",382.253.836-17,"2023-10-27 00:02:20","2024-09-15 01:24:01",Extremoz,null,986,NULL,NULL,NULL
987,"Xenos Scott",261.353.016-85,"2024-05-05 03:48:03","2023-11-17 00:42:59","São Gonçalo do Amarante",null,987,NULL,NULL,NULL
988,"Daquan Buchanan",585.444.169-51,"2024-04-12 23:22:31","2025-04-19 09:09:02",Macaíba,null,988,NULL,NULL,NULL
989,"Shad Holcomb",147.689.672-78,"2024-09-06 05:19:41","2024-08-02 05:44:51",Macaíba,null,989,NULL,NULL,NULL
990,"Upton Maynard",518.652.206-56,"2025-06-29 16:40:03","2025-08-05 08:14:59",Macaíba,null,990,NULL,NULL,NULL
991,"Kirestin Foster",546.427.072-25,"2024-10-20 23:10:00","2025-02-26 09:10:19",Natal,null,991,NULL,NULL,NULL
992,"Rigel Stark",313.381.404-73,"2024-06-06 00:57:21","2024-12-25 03:50:46",Extremoz,null,992,NULL,NULL,NULL
993,"Whilemina Moses",915.121.227-54,"2025-06-17 23:54:32","2023-10-18 23:56:00",Parnamirim,null,993,NULL,NULL,NULL
994,"Jocelyn Gallegos",750.146.016-16,"2025-01-03 17:10:02","2024-11-14 04:33:45",Parnamirim,null,994,NULL,NULL,NULL
995,"Anastasia Bonner",877.464.252-29,"2025-01-02 06:43:21","2025-07-13 10:50:31",Ceará-Mirim,null,995,NULL,NULL,NULL
996,"Frances Winters",161.918.623-81,"2024-03-22 17:36:47","2024-01-29 13:38:46",Extremoz,null,996,NULL,NULL,NULL
997,"Neil Poole",236.650.617-94,"2024-04-01 18:12:09","2025-05-28 11:40:56",Ceará-Mirim,null,997,NULL,NULL,NULL
998,"Macaulay Michael",372.152.454-11,"2024-03-31 03:01:25","2025-02-22 17:28:06","São Gonçalo do Amarante",null,998,NULL,NULL,NULL
999,"Summer Bridges",756.248.232-87,"2025-01-22 12:35:43","2025-02-21 03:00:37",Natal,null,999,NULL,NULL,NULL
1000,"Damian Russo",215.151.621-33,"2024-04-14 16:44:51","2024-03-25 14:51:40",Natal,null,1000,NULL,NULL,NULL
1001,"Denise Holloway",870.416.831-22,"2024-10-10 19:56:51","2023-11-04 20:59:51",Extremoz,null,1001,NULL,NULL,NULL
1002,"Brett Craft",625.484.966-76,"2024-12-01 10:29:17","2023-12-31 01:51:11",Parnamirim,null,1002,NULL,NULL,NULL
1003,"Idona Edwards",422.579.233-85,"2025-04-04 22:11:05","2025-02-27 22:16:37",Macaíba,null,1003,NULL,NULL,NULL
1004,"Clare Vazquez",919.658.272-34,"2025-10-31 19:57:16","2023-09-09 03:26:25",Macaíba,null,1004,NULL,NULL,NULL
1005,"Britanney Blackwell",175.472.084-47,"2025-08-28 16:12:30","2025-01-28 12:00:25",Ceará-Mirim,null,1005,NULL,NULL,NULL
1006,"Sylvester Bauer",536.631.637-48,"2024-02-12 03:36:54","2024-02-29 14:42:29",Extremoz,null,1006,NULL,NULL,NULL
1007,"Wylie Weeks",190.804.572-33,"2025-03-16 10:23:21","2025-06-20 21:18:36",Macaíba,null,1007,NULL,NULL,NULL
1008,"Destiny Mathews",616.427.616-84,"2024-08-26 22:40:03","2025-12-08 19:33:07",Extremoz,null,1008,NULL,NULL,NULL
1009,"Isabelle Kramer",786.278.369-66,"2024-06-07 01:57:02","2025-05-08 04:18:57",Ceará-Mirim,null,1009,NULL,NULL,NULL
1010,"Vaughan Patrick",512.613.340-70,"2024-10-22 03:02:02","2023-12-29 17:53:10",Macaíba,null,1010,NULL,NULL,NULL
1011,"Cade Lloyd",196.641.562-87,"2024-06-02 10:16:45","2025-07-20 05:24:50","São Gonçalo do Amarante",null,1011,NULL,NULL,NULL
1012,"Dai Dawson",446.671.856-78,"2025-08-11 13:29:53","2024-06-28 05:38:29",Extremoz,null,1012,NULL,NULL,NULL
1013,"Unity Austin",573.437.720-51,"2023-10-25 07:04:40","2025-12-21 21:15:32",Ceará-Mirim,null,1013,NULL,NULL,NULL
1014,"Acton Buchanan",628.141.653-26,"2023-12-27 03:24:29","2023-11-09 07:27:54","São Gonçalo do Amarante",null,1014,NULL,NULL,NULL
1015,"Carla Glenn",773.246.457-77,"2025-04-04 05:21:02","2025-10-29 07:54:47","São Gonçalo do Amarante",null,1015,NULL,NULL,NULL
1016,"Devin Conley",205.247.216-26,"2025-11-12 12:14:14","2024-12-18 08:43:52",Macaíba,null,1016,NULL,NULL,NULL
1017,"Gareth Callahan",366.619.865-77,"2025-03-29 22:52:14","2025-03-23 16:05:37",Natal,null,1017,NULL,NULL,NULL
1018,"Timothy Andrews",067.093.324-51,"2025-05-12 21:35:10","2025-10-23 05:59:30",Macaíba,null,1018,NULL,NULL,NULL
1019,"Jameson Garner",238.461.947-81,"2024-06-26 14:34:00","2024-03-22 09:51:15",Macaíba,null,1019,NULL,NULL,NULL
1020,"Blake Sawyer",176.082.364-13,"2025-08-19 00:54:48","2024-01-15 19:06:55",Extremoz,null,1020,NULL,NULL,NULL
1021,"Abdul Austin",852.134.325-17,"2023-09-18 09:44:41","2025-03-31 01:50:53",Extremoz,null,1021,NULL,NULL,NULL
1022,"Wyoming Berg",393.883.633-11,"2025-10-31 18:06:49","2025-09-04 23:50:28",Parnamirim,null,1022,NULL,NULL,NULL
1023,"Josiah Ortiz",527.457.818-88,"2024-02-08 10:21:19","2025-12-14 18:13:42",Ceará-Mirim,null,1023,NULL,NULL,NULL
1024,"Kirk Maddox",782.475.746-45,"2025-08-21 06:36:00","2023-09-01 08:05:00",Natal,null,1024,NULL,NULL,NULL
1025,"Rosalyn Michael",481.885.779-35,"2023-12-26 17:08:30","2024-03-25 13:50:18",Extremoz,null,1025,NULL,NULL,NULL
1026,"Kennedy Logan",173.492.816-96,"2024-10-02 20:26:07","2024-12-17 18:12:19",Extremoz,null,1026,NULL,NULL,NULL
1027,"Quinn Puckett",166.837.245-23,"2024-01-22 01:20:37","2025-08-05 23:33:54",Parnamirim,null,1027,NULL,NULL,NULL
1028,"Harrison Rosales",837.351.231-15,"2025-03-02 20:21:59","2023-09-25 01:20:03",Natal,null,1028,NULL,NULL,NULL
1029,"Phelan Webb",361.864.267-85,"2024-04-30 18:44:04","2024-01-31 14:34:31",Extremoz,null,1029,NULL,NULL,NULL
1030,"Jakeem Turner",887.260.806-66,"2024-02-27 03:10:04","2025-10-25 04:00:46",Ceará-Mirim,null,1030,NULL,NULL,NULL
1031,"Colorado Hicks",305.631.815-26,"2025-09-09 04:22:16","2025-03-15 12:41:18",Ceará-Mirim,null,1031,NULL,NULL,NULL
1032,"Lavinia Potter",034.030.662-23,"2025-04-14 12:52:26","2024-12-17 02:50:52","São Gonçalo do Amarante",null,1032,NULL,NULL,NULL
1033,"Willow Walton",543.375.507-81,"2023-09-02 02:02:21","2024-02-06 19:01:19",Ceará-Mirim,null,1033,NULL,NULL,NULL
1034,"Vincent Ward",883.727.877-25,"2025-09-14 05:13:50","2023-11-07 11:31:58","São Gonçalo do Amarante",null,1034,NULL,NULL,NULL
1035,"Giselle Houston",629.068.280-82,"2024-08-20 22:14:36","2025-09-05 11:56:42",Macaíba,null,1035,NULL,NULL,NULL
1036,"Chastity Vang",013.021.242-40,"2024-09-08 02:39:25","2025-06-13 11:36:24",Extremoz,null,1036,NULL,NULL,NULL
1037,"Merritt Chaney",643.826.565-36,"2025-07-21 21:38:39","2023-08-29 05:11:20",Ceará-Mirim,null,1037,NULL,NULL,NULL
1038,"Vivien Hatfield",614.126.750-66,"2023-12-28 00:24:07","2025-07-11 01:15:06",Ceará-Mirim,null,1038,NULL,NULL,NULL
1039,"Alexa Cherry",297.382.416-43,"2024-06-20 01:03:07","2023-10-06 02:57:28",Natal,null,1039,NULL,NULL,NULL
1040,"Dexter Osborne",472.217.441-81,"2024-07-29 01:41:25","2023-08-03 15:35:55",Natal,null,1040,NULL,NULL,NULL
1041,"Gretchen Knox",621.798.247-58,"2025-12-25 00:09:48","2023-10-24 04:18:35",Natal,null,1041,NULL,NULL,NULL
1042,"Raymond Peters",723.332.864-63,"2025-06-10 02:44:59","2025-03-29 00:52:05",Extremoz,null,1042,NULL,NULL,NULL
1043,"Molly Goodman",443.117.063-21,"2025-11-05 23:53:16","2025-09-26 17:23:43",Macaíba,null,1043,NULL,NULL,NULL
1044,"Elijah Flowers",174.264.780-70,"2025-01-26 03:29:41","2023-12-11 02:07:43",Natal,null,1044,NULL,NULL,NULL
1045,"Theodore Hampton",253.782.315-98,"2024-07-30 23:14:54","2025-08-12 02:32:40","São Gonçalo do Amarante",null,1045,NULL,NULL,NULL
1046,"Cynthia Tucker",417.097.218-68,"2024-12-25 18:36:02","2023-10-11 18:27:43",Ceará-Mirim,null,1046,NULL,NULL,NULL
1047,"Mira Wells",431.286.672-35,"2023-08-11 05:56:27","2023-09-17 00:14:12",Ceará-Mirim,null,1047,NULL,NULL,NULL
1048,"Lamar Lucas",888.411.329-54,"2024-03-22 12:16:58","2023-11-21 22:32:14",Macaíba,null,1048,NULL,NULL,NULL
1049,"Erasmus Nixon",688.596.153-48,"2024-09-23 20:04:00","2025-01-30 21:47:04",Ceará-Mirim,null,1049,NULL,NULL,NULL
1050,"Herman Barrett",112.976.371-21,"2025-06-29 04:59:59","2025-12-20 21:04:12","São Gonçalo do Amarante",null,1050,NULL,NULL,NULL
1051,"Charles Blake",376.286.738-05,"2024-04-07 06:50:40","2024-07-22 16:36:34",Natal,null,1051,NULL,NULL,NULL
1052,"Idona Olsen",976.274.571-70,"2025-11-02 09:55:54","2024-01-06 15:39:16",Parnamirim,null,1052,NULL,NULL,NULL
1053,"Anjolie Hansen",717.221.458-26,"2024-03-19 16:46:52","2024-04-15 19:27:53",Natal,null,1053,NULL,NULL,NULL
1054,"Meredith Hendrix",655.137.242-56,"2025-11-17 14:27:17","2023-08-04 09:36:33",Ceará-Mirim,null,1054,NULL,NULL,NULL
1055,"Elton Wiley",320.774.393-51,"2024-07-21 16:46:24","2023-10-31 15:07:54",Ceará-Mirim,null,1055,NULL,NULL,NULL
1056,"Ashely Sykes",865.693.744-32,"2023-10-04 01:04:52","2025-06-11 07:00:10",Macaíba,null,1056,NULL,NULL,NULL
1057,"Hiroko Cash",293.305.697-83,"2024-06-16 18:45:16","2024-11-07 09:47:46",Macaíba,null,1057,NULL,NULL,NULL
1058,"Flavia Manning",447.394.296-52,"2025-07-29 06:55:22","2024-01-24 18:26:05",Macaíba,null,1058,NULL,NULL,NULL
1059,"Rhoda Carpenter",012.784.275-51,"2025-05-10 11:01:33","2025-09-08 14:43:56",Parnamirim,null,1059,NULL,NULL,NULL
1060,"Freya O'brien",543.416.902-23,"2024-11-21 07:25:36","2024-04-25 06:37:50",Macaíba,null,1060,NULL,NULL,NULL
1061,"TaShya Malone",376.297.569-51,"2023-09-26 21:19:31","2023-08-06 15:31:09",Natal,null,1061,NULL,NULL,NULL
1062,"Tallulah Douglas",011.466.587-73,"2025-10-16 03:58:40","2024-06-14 23:06:30",Parnamirim,null,1062,NULL,NULL,NULL
1063,"Bianca Crosby",951.717.712-21,"2025-01-11 00:44:50","2025-08-03 11:11:54",Extremoz,null,1063,NULL,NULL,NULL
1064,"Wade Dorsey",730.142.841-93,"2023-09-16 09:55:05","2024-12-03 06:16:29",Parnamirim,null,1064,NULL,NULL,NULL
1065,"Quinlan Ross",752.625.477-17,"2024-06-06 22:20:18","2024-10-27 07:46:17",Extremoz,null,1065,NULL,NULL,NULL
1066,"Valentine Rowland",556.843.020-63,"2024-10-30 20:00:29","2025-02-15 20:10:29","São Gonçalo do Amarante",null,1066,NULL,NULL,NULL
1067,"Steven Gaines",228.458.231-72,"2024-05-15 06:09:38","2025-09-01 20:28:53",Natal,null,1067,NULL,NULL,NULL
1068,"Harrison Hester",033.125.496-17,"2025-09-20 20:02:48","2025-09-05 20:28:09","São Gonçalo do Amarante",null,1068,NULL,NULL,NULL
1069,"Xaviera Montoya",563.358.211-52,"2025-08-02 21:52:00","2024-01-27 01:56:49",Natal,null,1069,NULL,NULL,NULL
1070,"Ulysses Blackburn",601.472.747-59,"2025-03-03 18:11:28","2025-06-06 21:59:57","São Gonçalo do Amarante",null,1070,NULL,NULL,NULL
1071,"Aurelia Patterson",614.656.631-52,"2023-12-14 22:44:31","2023-11-28 13:44:58",Extremoz,null,1071,NULL,NULL,NULL
1072,"Nissim Glenn",574.232.735-98,"2024-12-09 22:47:43","2024-06-16 15:44:30",Macaíba,null,1072,NULL,NULL,NULL
1073,"Priscilla Garrett",279.734.371-40,"2025-10-29 17:13:39","2023-10-14 00:06:58",Ceará-Mirim,null,1073,NULL,NULL,NULL
1074,"Lucian Mathis",376.723.914-42,"2025-08-14 06:34:56","2024-01-15 18:12:42",Extremoz,null,1074,NULL,NULL,NULL
1075,"Craig Mercado",932.225.264-06,"2024-10-19 06:29:45","2025-11-12 17:55:13",Parnamirim,null,1075,NULL,NULL,NULL
1076,"Vielka Lindsay",284.284.815-78,"2025-10-16 22:06:38","2024-11-13 10:44:07",Extremoz,null,1076,NULL,NULL,NULL
1077,"Salvador Pugh",844.772.171-98,"2025-06-29 09:44:07","2025-07-21 17:37:50",Ceará-Mirim,null,1077,NULL,NULL,NULL
1078,"Blake Rowland",896.141.483-48,"2025-05-09 12:05:25","2024-03-30 17:25:07",Macaíba,null,1078,NULL,NULL,NULL
1079,"Joel Johnston",585.994.748-61,"2025-01-10 21:27:13","2024-10-24 15:50:11",Ceará-Mirim,null,1079,NULL,NULL,NULL
1080,"Blossom Cannon",461.651.737-32,"2024-05-13 08:39:24","2025-09-01 17:52:17","São Gonçalo do Amarante",null,1080,NULL,NULL,NULL
1081,"Donna Jimenez",206.544.871-26,"2025-05-13 11:37:14","2024-09-21 15:00:44",Natal,null,1081,NULL,NULL,NULL
1082,"Knox Holcomb",489.104.860-45,"2024-11-14 06:01:22","2023-12-12 19:10:09",Macaíba,null,1082,NULL,NULL,NULL
1083,"Elizabeth Cleveland",195.236.731-86,"2024-02-12 02:17:11","2024-08-11 03:53:06",Macaíba,null,1083,NULL,NULL,NULL
1084,"Clare Gilbert",141.929.336-85,"2025-12-03 13:41:09","2025-01-22 06:09:26",Ceará-Mirim,null,1084,NULL,NULL,NULL
1085,"Omar Townsend",773.467.343-13,"2023-09-28 19:44:32","2025-11-26 16:51:11",Extremoz,null,1085,NULL,NULL,NULL
1086,"Cody Norman",643.163.683-66,"2024-05-01 09:14:42","2024-01-15 16:13:11",Macaíba,null,1086,NULL,NULL,NULL
1087,"TaShya Roman",638.991.681-86,"2024-11-15 14:27:24","2023-08-09 10:05:15",Macaíba,null,1087,NULL,NULL,NULL
1088,"Keith Huff",415.773.133-73,"2024-04-09 03:53:10","2025-02-25 05:24:50",Macaíba,null,1088,NULL,NULL,NULL
1089,"Wylie Koch",154.777.968-64,"2024-05-23 14:23:13","2024-12-10 18:45:27",Extremoz,null,1089,NULL,NULL,NULL
1090,"Cecilia Moody",358.423.277-66,"2023-11-21 10:58:14","2023-10-04 05:31:58","São Gonçalo do Amarante",null,1090,NULL,NULL,NULL
1091,"Zephania Hardin",267.011.323-22,"2025-11-19 11:24:24","2025-07-04 08:40:08",Extremoz,null,1091,NULL,NULL,NULL
1092,"Odette Gonzales",557.631.976-13,"2024-08-20 17:58:15","2025-01-14 09:02:43",Ceará-Mirim,null,1092,NULL,NULL,NULL
1093,"Cameron Weiss",865.714.248-13,"2023-11-27 09:15:20","2025-08-07 09:15:46",Parnamirim,null,1093,NULL,NULL,NULL
1094,"Ulla Hess",352.452.093-51,"2024-06-16 02:45:12","2025-11-30 20:37:34",Ceará-Mirim,null,1094,NULL,NULL,NULL
1095,"George Zamora",564.727.213-18,"2024-11-19 02:03:34","2025-02-07 00:29:35",Macaíba,null,1095,NULL,NULL,NULL
1096,"Hammett Buckner",487.860.666-80,"2024-12-30 12:56:39","2024-06-02 16:47:26",Ceará-Mirim,null,1096,NULL,NULL,NULL
1097,"Mason Rivas",760.153.675-71,"2023-10-16 12:39:14","2025-08-18 19:12:03",Ceará-Mirim,null,1097,NULL,NULL,NULL
1098,"James Bentley",434.980.420-10,"2023-09-15 13:31:20","2025-05-21 14:22:02",Parnamirim,null,1098,NULL,NULL,NULL
1099,"Uta Rhodes",772.834.779-33,"2025-01-22 14:14:49","2024-10-01 13:37:40",Ceará-Mirim,null,1099,NULL,NULL,NULL
1100,"Keith Underwood",396.654.574-42,"2025-07-18 13:02:06","2024-06-22 13:31:45",Macaíba,null,1100,NULL,NULL,NULL
1101,"Yuri Nolan",103.372.047-72,"2025-03-22 08:00:33","2024-06-06 20:37:47",Natal,null,1101,NULL,NULL,NULL
1102,"Holly Lane",800.646.913-16,"2025-10-26 17:51:34","2025-10-17 17:22:22","São Gonçalo do Amarante",null,1102,NULL,NULL,NULL
1103,"Barclay Chan",465.410.918-95,"2024-03-22 23:45:44","2025-09-28 23:23:37",Parnamirim,null,1103,NULL,NULL,NULL
1104,"Eliana Howell",496.598.781-36,"2023-08-22 12:03:23","2025-10-31 07:35:46",Macaíba,null,1104,NULL,NULL,NULL
1105,"George Dyer",141.567.724-72,"2025-05-21 00:37:54","2025-12-10 11:54:37",Parnamirim,null,1105,NULL,NULL,NULL
1106,"Aline Morton",332.555.759-51,"2025-02-12 04:27:19","2023-11-05 21:25:48",Natal,null,1106,NULL,NULL,NULL
1107,"Luke Richardson",655.311.342-87,"2025-10-27 11:28:42","2025-03-29 11:48:42","São Gonçalo do Amarante",null,1107,NULL,NULL,NULL
1108,"Louis Fischer",340.618.137-13,"2024-02-03 00:46:32","2025-07-16 08:05:23",Extremoz,null,1108,NULL,NULL,NULL
1109,"Quemby Cooley",316.348.469-34,"2023-12-23 19:57:14","2024-04-28 10:49:29",Natal,null,1109,NULL,NULL,NULL
1110,"Shana Byrd",721.621.084-11,"2024-11-16 01:22:40","2024-07-19 02:36:24",Parnamirim,null,1110,NULL,NULL,NULL
1111,"Mona Benton",411.105.757-36,"2025-03-17 08:28:05","2025-11-29 05:07:19",Ceará-Mirim,null,1111,NULL,NULL,NULL
1112,"Upton Holman",832.738.125-47,"2025-07-12 03:01:35","2025-06-21 19:12:16",Extremoz,null,1112,NULL,NULL,NULL
1113,"Courtney Thomas",443.318.600-34,"2023-09-19 15:11:20","2024-03-16 05:58:10",Ceará-Mirim,null,1113,NULL,NULL,NULL
1114,"Quyn Morse",895.446.726-59,"2024-05-08 00:08:12","2025-12-02 15:07:09",Parnamirim,null,1114,NULL,NULL,NULL
1115,"Ali Riggs",671.342.458-32,"2024-02-08 14:43:28","2025-03-16 14:49:02",Parnamirim,null,1115,NULL,NULL,NULL
1116,"Yen Mccoy",386.612.605-32,"2024-03-18 16:05:24","2024-04-16 01:02:11",Ceará-Mirim,null,1116,NULL,NULL,NULL
1117,"Risa Nelson",989.601.137-24,"2024-04-23 15:16:45","2024-04-20 21:45:27",Ceará-Mirim,null,1117,NULL,NULL,NULL
1118,"Moses Kelly",255.471.113-19,"2025-02-14 04:23:55","2023-08-18 05:55:19",Parnamirim,null,1118,NULL,NULL,NULL
1119,"Hilda Harding",886.832.431-01,"2024-01-08 18:56:43","2024-01-28 01:31:01","São Gonçalo do Amarante",null,1119,NULL,NULL,NULL
1120,"Winifred Johns",841.615.155-64,"2023-10-29 13:06:45","2024-02-02 04:22:39","São Gonçalo do Amarante",null,1120,NULL,NULL,NULL
1121,"Trevor Mosley",217.268.004-16,"2025-03-07 21:45:18","2025-12-31 05:04:28",Parnamirim,null,1121,NULL,NULL,NULL
1122,"Iola Sharp",415.310.093-84,"2024-05-01 18:16:39","2025-09-19 22:41:03",Ceará-Mirim,null,1122,NULL,NULL,NULL
1123,"Prescott Cobb",107.483.497-83,"2024-05-21 04:48:12","2024-01-06 06:57:23",Ceará-Mirim,null,1123,NULL,NULL,NULL
1124,"Walter Paul",083.417.533-81,"2025-08-16 23:55:51","2024-06-14 03:15:33",Parnamirim,null,1124,NULL,NULL,NULL
1125,"Ahmed Gaines",925.371.844-42,"2025-05-02 02:16:19","2025-08-14 01:37:51",Ceará-Mirim,null,1125,NULL,NULL,NULL
1126,"Asher Osborne",117.731.591-43,"2025-09-07 01:33:59","2025-12-03 10:03:42",Ceará-Mirim,null,1126,NULL,NULL,NULL
1127,"Norman Walter",609.831.451-96,"2023-12-04 16:16:01","2023-12-19 17:02:07",Macaíba,null,1127,NULL,NULL,NULL
1128,"Kato Cohen",251.867.481-93,"2024-03-08 06:48:45","2024-12-02 04:24:04",Macaíba,null,1128,NULL,NULL,NULL
1129,"Jenette Richardson",785.747.152-84,"2025-07-13 18:46:41","2025-02-03 12:45:02",Macaíba,null,1129,NULL,NULL,NULL
1130,"Ivana Buck",667.498.153-85,"2025-08-23 19:20:46","2025-03-29 12:34:42",Ceará-Mirim,null,1130,NULL,NULL,NULL
1131,"Mason Osborne",367.423.272-23,"2025-04-26 00:43:44","2023-10-16 17:11:30",Ceará-Mirim,null,1131,NULL,NULL,NULL
1132,"Elijah Barry",824.224.752-55,"2025-07-12 11:30:06","2024-09-08 08:51:31",Ceará-Mirim,null,1132,NULL,NULL,NULL
1133,"Sydney Salazar",560.216.223-14,"2024-06-19 18:42:59","2024-01-26 19:26:20",Macaíba,null,1133,NULL,NULL,NULL
1134,"Brady Hale",186.265.637-28,"2024-06-26 07:26:16","2025-09-11 03:06:41",Ceará-Mirim,null,1134,NULL,NULL,NULL
1135,"Alvin Singleton",246.580.736-40,"2025-11-23 22:55:19","2023-08-05 18:05:18",Natal,null,1135,NULL,NULL,NULL
